ra,dec,type,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z
30.7958558765542,-3.1865268893715,3,23.23604,22.52078,22.07891,22.03211,21.07209,0.7154279,0.1601826,0.1459782,0.1863217,0.3667089,22.86219,21.97077,21.19488,21.40488,21.11603,0.8414057,0.1601132,0.1261743,0.2219028,0.6796756
30.7960564119979,-3.17735657264575,6,23.82234,22.05949,21.79821,21.63,21.7698,1.059693,0.1083515,0.1140997,0.1312586,0.6301219,24.3876,21.98893,21.62377,21.46035,21.8327,1.457919,0.1113921,0.1140513,0.1359572,0.7537498
30.7960993142716,-3.19740265035569,3,22.20835,22.31223,22.19948,21.47729,21.07664,0.2968473,0.1343213,0.1624305,0.1154406,0.367702,22.11093,22.17082,21.96046,21.24452,20.82376,0.3087906,0.1351195,0.161646,0.1187604,0.3497817
30.7962631745924,-3.20066267671376,6,24.07571,21.83528,20.68866,19.25909,18.57551,1.202468,0.09026929,0.04730805,0.0278601,0.04401651,24.63715,21.83203,20.65821,19.23746,18.56434,1.399029,0.09111048,0.04499097,0.01896086,0.04273237
30.7389646035748,-3.23362680177903,6,22.31501,21.31696,20.95278,20.7674,20.60259,0.3257912,0.06179876,0.0582412,0.06369656,0.243568,22.37325,21.31886,20.96182,20.77365,20.60032,0.34918,0.05918674,0.05757035,0.06344014,0.2470477
30.7397884871427,-3.24745336688585,6,23.95171,22.02826,20.80567,20.37324,20.38423,0.6241522,0.1218209,0.05480279,0.0487928,0.209762,23.98551,21.98367,20.70272,20.21067,20.36702,1.240697,0.110092,0.04988324,0.04290553,0.216523
30.6900413784403,-3.18115227204597,6,26.34159,24.53091,22.49787,20.32968,19.0628,0.9964097,0.7717676,1.05517,0.05474442,0.06478197,26.41053,24.55952,22.54578,20.34065,19.09028,0.4706554,0.7803789,0.2315385,0.043959,0.0654589
30.6900020829553,-3.20768814539354,3,24.83437,23.25311,22.88598,21.89967,20.91748,1.268345,0.5471129,0.3060697,0.1668264,0.5519521,24.26123,22.93731,22.64835,21.55842,20.77938,1.474593,0.2883004,0.3260297,0.167895,0.3573754
30.6890342416656,-3.16074993924039,6,26.21651,21.76483,20.64484,19.76303,19.2949,0.9743503,0.08761688,0.04573639,0.03775041,0.0783132,26.33938,21.80571,20.65639,19.78005,19.3219,0.5051943,0.08980803,0.04470354,0.02783451,0.0798755
30.7392410050453,-3.27162745428749,6,23.7262,24.2306,23.19709,21.36796,20.5392,0.8212776,0.3885405,0.3269579,0.102511,0.1522184,24.12064,24.30564,23.20392,21.34785,20.47259,1.037009,0.4319257,0.3436508,0.1058523,0.1536279
30.7391338058438,-3.25803236319018,6,22.7434,20.89252,20.44847,20.34904,20.41715,0.461383,0.03776567,0.04219418,0.05305927,0.1610592,22.86155,20.79197,20.36595,20.26557,20.32663,0.4847114,0.02935842,0.0329124,0.04441235,0.1459003
30.7398449503099,-3.29892965073396,6,23.0306,24.79903,25.12919,24.90437,20.92534,0.4962127,0.5007053,0.6976439,0.6796799,1.022398,23.04815,24.86942,25.23752,25.01401,20.9825,0.5119907,0.5190179,0.684729,0.6558276,0.224608
30.7964393483273,-3.31213641092353,6,25.4356,23.86618,22.65976,22.93523,22.54965,0.8596582,0.3036868,0.2015789,0.3848935,0.5754315,25.99211,23.78507,22.68783,22.87456,22.60766,0.5868939,0.2994041,0.2153998,0.3806252,0.6085017
30.7952752058708,-3.25767980544647,3,22.84156,22.51809,21.50568,21.07442,20.71496,0.4200198,0.1007848,0.07722069,0.09332914,0.17756,22.74665,22.0272,21.05937,20.67196,20.37574,0.5499539,0.0983124,0.07140462,0.07768013,0.2016536
30.7963693505791,-3.31844222907126,3,24.04898,23.66657,22.34208,21.96057,22.41678,1.054755,0.7886231,0.2540721,0.2197703,0.6762315,24.09327,23.68956,22.33619,21.95504,22.46801,1.030662,0.289162,0.1587759,0.1753951,0.5930641
30.7387235282693,-3.25034797077732,6,24.14293,22.59009,21.90669,21.78028,22.34891,1.047289,0.1130686,0.1145525,0.1526222,0.5734982,24.34816,22.5886,21.91615,21.85015,22.47362,1.110364,0.1127565,0.113553,0.1635233,0.6098257
30.7400006847737,-3.25463243149964,6,21.16296,19.44039,18.66869,18.44001,18.31296,0.1077242,0.02062212,0.01975028,0.01511801,0.02932999,21.23599,19.42836,18.68344,18.45003,18.31525,0.1178622,0.01164082,0.009647243,0.01081134,0.0260002
30.7387155018004,-3.26310870980916,6,17.418,15.85916,15.22646,15.03526,14.96761,0.02516544,0.017906,0.01785764,0.01174595,0.01823881,17.41588,15.82255,15.24174,15.04019,14.96074,0.01066502,0.003671648,0.00323545,0.003268474,0.004729779
30.7399422316554,-3.23890418139484,3,22.40382,23.07837,22.17862,21.83861,21.09321,0.3534975,0.2652372,0.162603,0.1559218,0.3720833,22.28125,22.94052,21.88292,21.51095,20.81098,0.3873063,0.2899702,0.1629625,0.1578357,0.3673103
30.739275131532,-3.21986802195094,3,24.23062,24.98454,22.12089,21.45008,20.79039,1.263143,0.8594013,0.1807267,0.1403008,0.2942352,24.57817,24.85287,22.07201,21.37222,20.7856,1.396791,0.8799847,0.1591203,0.1126047,0.2994298
30.6668936082311,-3.1721984008098,3,25.82252,22.73766,21.98755,21.93866,22.22015,0.8671384,0.2042714,0.1387176,0.1743228,0.8259234,25.85051,22.69458,21.82302,21.70859,22.27056,0.8339248,0.2125884,0.1398909,0.1702029,0.9535569
30.6666018036365,-3.25490535337285,6,24.76987,24.77728,23.00074,22.04145,22.0726,1.109253,0.4985861,0.2882881,0.1865503,0.5659646,25.51662,24.79548,23.04604,22.08085,22.14053,0.838096,0.5124194,0.3047123,0.1968856,0.5442117
30.7607906028345,-3.25302518581584,3,22.90502,22.23173,22.04243,21.77503,21.54369,0.4474894,0.07999416,0.1232165,0.1482104,0.3506521,23.19675,22.19552,22.03771,21.75718,21.55277,0.587217,0.08161543,0.1270789,0.15138,0.369932
30.761263071025,-3.26782243671726,6,23.43678,21.81457,21.41866,21.14085,21.18115,0.6693954,0.05816805,0.07167062,0.08394121,0.2354119,23.69435,21.80973,21.43657,21.14641,21.20489,0.8065366,0.05859987,0.07301042,0.0856434,0.2716046
30.7617367714455,-3.3091683515688,6,23.377,22.55358,21.73978,21.35605,21.231,0.646246,0.10506,0.09162713,0.09947081,0.2469438,23.46358,22.56231,21.75229,21.34904,21.20837,0.6975554,0.1098031,0.09444614,0.1013668,0.2679852
30.7608111960345,-3.31731917929017,6,22.90811,22.44883,22.10036,21.97775,22.55351,0.446564,0.09641412,0.1240048,0.1708494,0.5765118,23.06153,22.42643,22.11805,21.95382,22.43406,0.5260319,0.09917849,0.1306036,0.1743606,0.5823112
30.8156545233505,-3.32847473799068,6,25.086,24.88452,25.40217,22.60721,23.04266,1.005782,0.514782,0.646277,0.2936488,0.5774987,25.11213,24.92226,25.39462,22.51847,23.06827,1.122292,0.6074029,0.7207202,0.3132277,0.6860593
30.8146937124735,-3.33093771570403,3,24.17493,25.3011,24.53563,22.28745,22.29478,1.009698,0.5105944,0.4827154,0.2237499,0.4769166,23.73022,26.09415,26.46034,20.94565,22.26482,2.88435,1.41346,1.098355,0.2413701,2.105358
30.6661116321847,-3.28636040331989,3,23.752,22.39671,22.0728,21.86112,21.66744,0.8334638,0.09361722,0.1258009,0.1567278,0.4594713,23.77401,22.36772,22.03776,21.8665,21.79588,0.8788533,0.09681609,0.1272174,0.1629026,0.4461434
30.6663263086325,-3.3159836342584,6,24.87597,23.81812,22.65311,23.55973,21.26469,1.074519,0.3010186,0.2036528,0.529241,0.2792351,24.89348,23.82431,22.6309,23.50168,21.22827,1.125517,0.3303271,0.2139148,0.6078604,0.2980278
30.6660353696366,-3.31848202226874,3,23.77884,22.11163,21.58165,21.2626,20.88772,0.8401071,0.07465424,0.08103867,0.09150462,0.2313426,22.62147,21.16615,20.62247,20.22113,19.80118,0.6806105,0.06534481,0.06699405,0.07108819,0.1818971
30.815003021681,-3.21664108679673,3,22.52503,22.89049,22.39971,21.65531,21.03794,0.3922186,0.2200895,0.1929949,0.1359744,0.3572476,22.20885,22.24826,21.56328,20.78463,20.69453,0.5130785,0.2223355,0.184035,0.1314135,0.4972867
30.8146882956639,-3.23593343988433,3,23.74983,23.182,22.18462,22.53441,22.14608,1.026945,0.2834047,0.1597083,0.2904123,0.7928024,23.75772,23.14193,22.00353,22.2318,22.38583,1.138332,0.30707,0.1614259,0.2723994,0.9983601
30.8147390585754,-3.21464160580088,3,22.50084,22.21176,21.96779,21.68094,20.89021,0.3839915,0.1228082,0.1323014,0.1389725,0.3148279,22.51148,22.21713,21.98426,21.67461,20.88739,0.3914006,0.1247501,0.1374806,0.1419215,0.3191125
30.7608471484609,-3.16287452757286,3,21.72278,20.92102,20.49358,20.26031,19.90689,0.1953925,0.04702672,0.04163345,0.04426784,0.1307994,21.55204,20.56925,19.95504,19.60814,19.43866,0.2195321,0.03946831,0.03364579,0.03498759,0.1223534
30.7619137686946,-3.24599113639098,6,21.98929,20.84057,20.49158,20.35075,19.98867,0.2467158,0.0451977,0.04188147,0.04710098,0.1417027,21.97331,20.81378,20.44865,20.29828,19.96495,0.2552294,0.03947758,0.03858116,0.04409894,0.1454432
30.7608443157453,-3.24298802336073,6,22.53731,21.7235,21.44079,21.40929,21.7176,0.3974304,0.09366638,0.08575113,0.1077535,0.6051598,22.59623,21.68111,21.33227,21.28033,21.64765,0.4547226,0.08561005,0.08688463,0.110944,0.6402667
30.7139636581311,-3.17260749666055,3,23.60753,21.53432,20.39461,19.89212,19.60727,0.913686,0.07250073,0.03956748,0.03571682,0.09506928,24.87358,21.24873,19.941,19.36898,19.19559,1.78366,0.07117018,0.0334275,0.02799756,0.09782388
30.7133345077196,-3.24671236393184,6,21.64781,25.91082,24.38535,23.40378,24.27017,0.6679204,0.6742885,0.8369718,0.5541676,0.4700902,21.77095,25.9081,24.51868,23.50417,24.28657,0.2104914,0.6805205,0.8861036,0.6058908,0.4678766
30.7134329790787,-3.16604933434019,6,25.62092,23.09086,24.80069,24.36161,22.97287,0.9350976,0.3181815,1.604697,1.485178,1.278936,25.66424,23.09697,24.80011,24.36229,22.99374,0.8986872,0.2773854,0.9187022,0.8043232,0.9377151
30.7130890355313,-3.16410196067804,6,23.10507,22.39495,21.62908,21.48597,20.99573,0.9634878,0.1695145,0.1097892,0.1258814,0.2735367,23.17307,22.3994,21.64175,21.4699,21.02151,0.6825705,0.1514279,0.1050007,0.1176752,0.3551668
30.7135803988357,-3.16566563117993,6,24.19102,23.65402,21.78419,21.30606,20.44627,0.9280474,0.5332551,0.123285,0.1055072,0.2115431,24.2804,23.64865,21.68172,21.17503,20.39114,1.375222,0.4665039,0.1179804,0.1008321,0.2216455
30.71357834825,-3.15888136524074,6,23.39732,21.45752,19.98002,18.50222,17.76905,1.016613,0.06864244,0.03228714,0.02483387,0.02563486,23.45362,21.47538,19.95728,18.48369,17.74481,0.8564825,0.06871323,0.02569851,0.01127122,0.02188718
30.8144068949952,-3.15665340046863,3,25.56393,22.58502,20.98991,20.34013,19.65356,0.977545,0.2115823,0.06561656,0.05658763,0.1126852,25.61051,22.43664,20.72733,20.06914,19.51848,1.073293,0.17405,0.05561848,0.04399062,0.1122099
30.8146241225796,-3.1585477740935,3,22.99202,20.17354,19.15279,18.69831,18.05651,2.427065,0.03353791,0.02525732,0.0255348,0.03194059,22.39419,18.93863,17.68614,17.15321,16.7642,0.9022744,0.01872019,0.01013376,0.009256456,0.02309639
30.7610058413971,-3.17141344389909,3,20.87581,18.93546,18.04608,17.63646,17.20647,0.09707709,0.02650677,0.02134254,0.02252844,0.02090798,20.08792,18.13087,17.07737,16.62688,16.34101,0.08872951,0.008518668,0.005595356,0.005422849,0.01275064
30.667127109632,-3.18461386302534,6,23.97016,22.95047,22.7602,21.96679,23.28365,1.093494,0.2421006,0.2736732,0.1763978,0.8774593,24.30293,22.9677,22.78284,21.95366,23.27284,1.280846,0.2530698,0.2920781,0.1834321,0.9046047
30.6667100115562,-3.16423765051661,3,22.52063,20.83944,20.66222,20.55297,20.12996,0.6586212,0.04697653,0.05102283,0.0636555,0.1299094,22.08164,20.20523,19.82561,19.61364,19.41906,0.4092317,0.03427416,0.0366129,0.04258803,0.1439153
30.8146841724333,-3.3063377281266,3,25.35201,23.62226,22.97241,22.15809,22.3238,0.9009396,0.252084,0.2641835,0.2006664,0.5348836,19.00714,21.9555,20.65504,19.25634,20.06116,0.3222086,1.58674,0.6609318,0.3552348,2.705833
30.7134734150188,-3.32830491591784,3,24.82533,24.42507,22.78277,21.79657,21.07264,1.088271,0.4375809,0.2238043,0.1450477,0.2329483,25.22551,24.42719,22.62468,21.50624,20.73598,1.249995,0.5962893,0.2584598,0.1486588,0.241036
30.8155810325203,-3.27654028816207,3,23.67879,22.49267,21.61521,21.21993,21.28269,0.7973592,0.09934983,0.08402277,0.0897057,0.280138,23.73273,21.82691,21.05117,20.73487,20.54624,1.265284,0.09378325,0.07623876,0.08797228,0.2449885
30.8155220484654,-3.3230228804432,6,23.94353,22.50711,21.9826,21.60386,21.02498,0.8475379,0.1008485,0.1114599,0.1227643,0.2210502,24.06388,22.4929,21.96141,21.6039,20.98806,0.9846701,0.1051178,0.1137833,0.1286098,0.2258681
30.7142363185616,-3.28850013943621,3,24.822,23.22486,22.84392,22.86818,22.02061,1.094957,0.1843879,0.2413667,0.3698758,0.4748243,25.77484,22.8968,22.82194,22.48891,21.61615,0.8538177,0.1833422,0.2997985,0.338774,0.4833028
30.7249907483432,-3.34200692808311,3,22.77974,24.06248,22.68439,22.24732,22.37924,0.4020788,0.3527196,0.2040573,0.2141188,0.546908,22.20944,23.2909,22.0441,21.71533,22.09226,0.3867634,0.3303516,0.1903062,0.2186708,0.8561452
30.7877054342938,-3.28115213866793,6,22.88445,24.0356,25.25426,24.3464,20.78115,0.4385619,0.3415232,0.6756054,0.7748282,0.1850254,23.1327,24.09702,25.11514,24.55496,20.95955,0.5466042,0.3662386,0.7131996,0.7745056,0.221389
30.7872721634472,-3.32235436253982,6,22.96385,23.93774,22.98358,22.05174,21.77101,0.464595,0.8628214,0.2639344,0.1818636,0.3942914,23.04984,23.84179,22.90936,22.05063,21.83497,0.5245265,0.3167906,0.2597695,0.191965,0.4385404
30.7245833387937,-3.26804892998085,3,23.24666,22.46956,21.40415,20.83745,20.451,0.5840539,0.09791747,0.07128189,0.06485084,0.1417239,22.51835,21.83263,20.85991,20.31538,19.82848,0.4656023,0.1025788,0.06242988,0.05858275,0.1272899
30.7878084618273,-3.27388703044976,6,21.43177,19.04208,17.60595,16.68384,16.17357,0.1317791,0.01957295,0.01831014,0.01197968,0.01872141,21.45338,19.03916,17.60827,16.69761,16.18002,0.1378421,0.009502633,0.005564126,0.004614437,0.007285872
30.7253316591417,-3.25261545767066,6,23.95536,21.79333,21.30938,21.32501,21.24803,2.591895,0.08966286,0.1317432,0.176679,0.3220226,23.98757,21.7865,21.33529,21.34032,21.2377,0.9858353,0.05938433,0.07042081,0.10624,0.2878184
30.7255687438241,-3.25179725352124,3,21.90329,20.28341,18.97772,18.3985,18.15718,0.3649968,0.0256655,0.02075257,0.01494524,0.02820718,20.0972,18.18965,17.13415,16.61416,16.27028,0.1482486,0.01106988,0.007377804,0.007035486,0.01601212
30.7254633528872,-3.27551467181095,6,24.63619,22.11007,21.85072,21.78414,22.03979,1.121902,0.07623956,0.1111486,0.1463044,0.5177323,24.55688,22.00328,21.71781,21.76301,22.07105,1.253838,0.07718191,0.1035574,0.1647286,0.5743137
30.6677338744925,-3.32884934513337,3,24.99693,24.7844,24.04413,25.21828,20.68177,1.038309,0.5106186,0.584254,0.5644492,0.2956578,25.14996,24.9639,23.32284,25.48108,20.05219,1.579861,0.9031314,0.5834855,0.7876545,0.1684632
30.6685908218568,-3.33713556072538,3,24.85138,23.472,22.88006,21.97343,21.62627,1.068506,0.2301334,0.2445042,0.1680226,0.4721638,25.22818,23.1498,22.66336,21.52179,21.13493,1.389842,0.2709333,0.3053491,0.1684362,0.3891829
30.7253778845116,-3.17227001339827,6,25.72669,23.97555,22.42733,21.69184,21.18418,0.8740228,0.6229944,0.2280729,0.1493135,0.6855734,25.76922,23.98013,22.44691,21.7196,21.24276,0.8380076,0.5538167,0.2103469,0.1444907,0.4230772
30.7252629169463,-3.22595290241159,6,22.16039,21.81727,21.3091,21.4188,21.23736,0.2824912,0.09060527,0.07751975,0.1086239,0.4193535,22.16001,21.76925,21.15889,21.30347,21.00744,0.3125907,0.09452628,0.07732735,0.1166588,0.3940229
30.7244067509085,-3.17886098923179,3,24.02544,21.76035,20.6412,20.12503,19.39992,0.8609484,0.1130767,0.0617986,0.05192585,0.08839926,23.76513,20.85391,19.49516,18.85283,18.41082,2.010213,0.06947595,0.03285156,0.02670535,0.07021277
30.7252837050503,-3.23644618638233,3,22.56954,20.78032,19.40855,18.97588,18.5479,0.4049285,0.0438007,0.02558595,0.02576001,0.04312199,22.30899,20.46857,19.00062,18.48481,18.17099,0.4135354,0.03610664,0.01552436,0.01369399,0.03922067
30.6678346496092,-3.22531258863648,3,24.54756,22.85506,24.7042,22.07892,21.41885,1.27123,0.2217261,0.9042218,0.1950064,0.4900991,24.18611,22.65637,24.74561,21.54514,21.0629,1.537431,0.2503842,1.360951,0.1892643,0.5231572
30.6675059958503,-3.18169629061594,6,25.28456,25.32985,24.64799,22.05244,21.77788,1.09649,0.8681123,0.8977671,0.3403639,0.6384055,25.32974,25.72976,24.86024,22.03474,21.93781,1.084029,0.774103,0.9318249,0.1943479,0.7231407
30.6684684847421,-3.1721473578889,3,23.84429,21.93511,21.18593,20.84294,20.15501,1.018042,0.1012394,0.06987043,0.07039364,0.1660174,23.31382,21.56881,20.60421,20.21711,19.71399,1.07321,0.1060694,0.06619959,0.06499692,0.1739334
30.7870701880563,-3.34269355088531,6,24.24434,24.12297,21.94137,20.45893,19.73809,1.035376,0.4554465,0.1197466,0.04994723,0.0778093,24.30683,24.0688,21.86253,20.38913,19.67163,1.128594,0.3940657,0.1084849,0.04660042,0.07903364
30.7253467835655,-3.2571376570685,6,23.03166,21.38522,21.15686,20.9949,20.82624,0.6182759,0.07673531,0.08956257,0.1005608,0.2012875,23.07584,21.39744,21.16956,21.02004,20.84991,0.5292448,0.04338808,0.05945149,0.07807917,0.2060932
30.7250987780517,-3.25791376549947,6,23.54245,20.97638,20.70792,20.53372,20.66324,0.7337715,0.04333362,0.05242546,0.05735426,0.1803294,23.95097,20.98457,20.71092,20.55531,20.66708,0.9427894,0.03173406,0.04051818,0.05240074,0.1771602
30.7256740910692,-3.32656477651293,6,24.69882,22.80207,22.1775,22.11583,21.28428,1.101137,0.1299502,0.1324302,0.1920972,0.2761476,25.27354,22.63207,22.01847,22.02337,21.2243,1.090951,0.1354819,0.1361089,0.2098877,0.3238249
30.7327846634385,-3.26249427804973,6,22.15494,21.97756,21.75952,21.4388,21.5809,0.2434898,0.111912,0.1530916,0.1382439,0.4763941,22.27054,21.99469,21.79585,21.50019,21.69013,0.2738832,0.06929562,0.1013146,0.1182053,0.4004826
30.7319245280721,-3.26299738874576,6,21.78406,20.9015,20.54233,20.42681,20.34333,0.1862817,0.03759144,0.04272041,0.05136496,0.1324835,21.80947,20.87159,20.53115,20.41517,20.35141,0.1891129,0.0294242,0.03519984,0.04697784,0.1366885
30.6578619913187,-3.28201175621372,3,23.22655,24.28209,22.66107,22.12109,22.02133,0.5824839,0.4086273,0.2106342,0.1969314,0.4898512,22.83818,23.88919,22.42114,21.90093,21.88188,0.53262,0.4139629,0.2156631,0.2071737,0.5958081
30.7992025255233,-3.23619282237431,6,23.53889,24.31404,23.07887,22.1736,22.36478,0.892881,0.6679448,0.3523105,0.2507254,0.8694621,23.69014,24.34496,23.10056,22.20498,22.36592,0.9968486,0.6883377,0.3632568,0.2247498,0.8825816
30.7989264275379,-3.23711032489599,6,25.96135,25.67352,24.78939,21.64701,22.5662,0.737616,0.7503493,0.8910767,0.1377217,0.9222481,25.95921,25.64742,24.8542,21.78159,22.45772,0.7344563,0.7659918,0.8959894,0.1550044,0.908661
30.7314955605571,-3.17142858079896,3,26.12008,24.67241,22.64353,21.2493,21.06721,0.9537317,0.7973346,0.2427918,0.09381583,0.3602279,26.56084,24.83499,22.41186,21.05744,20.84228,0.4866933,0.9358029,0.2322914,0.09463874,0.3403399
30.7991087202021,-3.22442317770907,3,22.2272,23.36547,22.27852,23.07754,22.482,0.3029102,0.3320914,0.1744258,0.4470865,0.9046319,22.06415,23.0729,22.07116,22.88137,22.70926,0.3082481,0.3077381,0.1828077,0.4997729,1.149086
30.7991962933278,-3.2080279859184,3,23.35936,22.27936,21.49413,20.98924,20.02592,0.7734334,0.130501,0.08862908,0.07694039,0.1470669,23.01716,21.96183,21.14505,20.57515,19.77848,0.7050486,0.1190606,0.08432586,0.07135331,0.1475472
30.7327419048499,-3.17354700058909,3,23.04811,22.11929,21.81994,21.75197,22.93173,2.891009,0.1157781,0.1183705,0.1440995,0.9349375,23.84285,21.69468,21.11004,21.06346,22.39975,1.678066,0.1248988,0.1110687,0.1501655,1.509464
30.7315536344529,-3.21559541727421,3,24.69294,22.62297,22.7384,22.86388,22.5488,1.818065,0.199047,0.3919714,0.4979455,0.9152654,24.72622,22.58261,22.70169,22.77324,22.54039,1.385826,0.1817786,0.2815261,0.4140916,0.9736901
30.7317072359214,-3.21674425295553,3,23.5623,25.58596,22.01257,21.54184,22.20092,0.9088908,0.7885207,0.1465654,0.1238486,0.815662,23.32282,25.89039,21.13976,20.66005,21.97654,1.306446,1.227477,0.1277735,0.1169107,1.362247
30.7324618166316,-3.21452392809724,3,22.24253,21.5408,20.44303,19.98643,19.43944,0.3022466,0.07872182,0.04224053,0.03827107,0.08788518,22.17658,21.22883,20.02843,19.51534,19.15073,0.3569482,0.06594168,0.03417081,0.03017347,0.08836827
30.7319584741384,-3.24866314195729,6,22.79025,21.89237,21.6199,21.48648,21.63489,0.4106755,0.09981232,0.102098,0.1180607,0.5809096,22.86589,21.91135,21.65706,21.49928,21.61835,0.5359712,0.0990333,0.1058116,0.1192579,0.5781264
30.7319202761381,-3.24264357444682,6,24.24644,24.59379,22.5766,23.67276,21.64652,1.287173,0.9641918,0.2974393,0.7032108,0.5781592,24.33948,24.6245,22.59507,23.73871,21.73142,1.316346,0.7935304,0.2408836,0.6840591,0.6196852
30.6576282658049,-3.21868535366045,3,24.05278,23.45077,22.05269,21.86256,22.5467,1.112325,0.3688511,0.1473355,0.1621146,0.9273525,24.62008,23.53017,21.89072,21.6744,22.53053,1.422378,0.442112,0.1496954,0.1653819,1.047262
30.657419526805,-3.16762540170936,3,25.78951,22.37263,21.17709,20.81651,20.58266,0.8548688,0.1061085,0.06989701,0.06966361,0.2777473,25.91111,22.19064,20.92487,20.49761,20.47167,0.8353541,0.14556,0.06807993,0.06311557,0.2686547
30.6574458197061,-3.16538034691235,3,24.04069,22.11501,20.64544,20.10758,19.68733,1.118611,0.09796087,0.04578864,0.04334527,0.1189793,24.09051,21.68817,20.10104,19.47086,19.19686,1.660903,0.1130841,0.04149792,0.0329535,0.1061931
30.6583639781615,-3.26979707062225,6,25.53237,22.7633,22.54006,22.24394,22.05583,0.7989833,0.1261323,0.1907884,0.2192503,0.5051257,25.82925,22.73442,22.55396,22.22105,22.25651,0.6675212,0.1323437,0.2032887,0.2279984,0.5946117
30.6578979319844,-3.26420099343742,3,25.47071,23.09264,23.44786,22.0917,23.52789,0.833222,0.1655162,0.4083077,0.1923339,0.5218451,25.60406,23.05068,23.43058,22.14774,23.42684,0.7675603,0.1675429,0.4086913,0.2059448,0.5551852
30.7995561223117,-3.34235245875867,3,23.66663,23.99326,22.8383,22.1821,21.75998,0.7812641,0.3325821,0.2309108,0.2016609,0.3875962,23.64454,23.8213,22.70401,22.01873,21.79598,0.9000368,0.358848,0.2455311,0.2082553,0.4967174
30.7323309578437,-3.27107697221847,6,23.35268,22.29557,22.00333,21.67565,22.30138,0.6366897,0.08504733,0.1178524,0.1342634,0.5484166,23.25992,22.1052,21.8074,21.44394,22.05481,0.7377277,0.09249599,0.1226009,0.1371278,0.6311994
30.7981781324792,-3.28573434776732,3,22.81788,23.28674,22.24974,21.62595,21.47512,0.4129618,0.1921582,0.1434954,0.127276,0.3248512,22.20078,22.47033,21.44672,21.06917,20.72121,0.4754294,0.2008784,0.138177,0.1519745,0.3688259
30.7315672519098,-3.26169047165694,6,24.09639,22.01451,21.58971,21.69534,21.729,1.207049,0.09408348,0.09997907,0.1579414,0.4596517,24.12333,22.03991,21.63233,21.71756,21.77803,1.013877,0.07145787,0.08742896,0.1420027,0.4223409
30.6574304314402,-3.20308712788496,3,22.62405,21.66693,21.75023,21.60744,20.99676,0.4024886,0.08121518,0.1280411,0.1632595,0.3462605,22.16823,21.31712,21.1305,21.0844,20.74777,0.3710982,0.07729829,0.09998699,0.1331244,0.4056465
30.6579431174569,-3.31750039019971,3,23.46512,23.04063,23.79281,22.46859,22.10885,0.8602966,0.1612945,0.5067365,0.3094777,0.5263036,21.59812,21.44188,21.23934,20.67834,21.51021,0.6604317,0.199541,0.2777659,0.256879,1.870012
30.6571086448333,-3.28672500361209,6,22.97912,22.61313,22.47846,22.26829,21.8246,0.4761158,0.112187,0.1791502,0.2230096,0.5358363,23.07174,22.65424,22.51742,22.24204,21.91806,0.5223023,0.1199335,0.1898475,0.2220477,0.4683701
30.6742699926358,-3.17319882145832,6,26.09814,22.29061,21.08282,19.72208,19.15092,0.6251679,0.1365656,0.06426319,0.03724253,0.06995264,26.18438,22.32517,21.08194,19.73137,19.15639,0.5801327,0.1416319,0.06456054,0.02702587,0.06971794
30.6743981963011,-3.16336685795,3,22.49752,21.93635,20.80567,20.20836,19.51955,0.4100069,0.1010461,0.05151802,0.04633287,0.09529661,21.68184,21.19821,19.80796,19.16389,18.79412,0.3117373,0.08789056,0.04052653,0.03285718,0.09218106
30.7241053655625,-3.20947019401936,6,24.99821,22.57113,21.98733,21.70778,21.08949,1.265723,0.1706887,0.1380736,0.1393074,0.3695537,25.22934,22.61192,21.93807,21.7163,21.08304,1.179598,0.1836797,0.1397194,0.1507476,0.3848464
30.723762380435,-3.17237520045085,6,23.56782,24.2191,22.76524,21.9521,21.08851,0.9186813,0.638636,0.270305,0.1716561,1.000992,23.61777,24.25064,22.696,21.82972,21.12333,0.9921271,0.6973333,0.2839732,0.1768115,0.4136693
30.780367920445,-3.18948096618246,6,23.98132,21.67639,20.57578,20.08478,19.79075,1.165187,0.07974375,0.04393133,0.03990293,0.1193465,25.00033,21.64663,20.55063,20.06503,19.79664,1.324726,0.07786404,0.04140589,0.03634948,0.1241575
30.7797188358323,-3.23959149905623,3,25.52679,23.67694,22.07243,21.47865,20.68145,1.002587,0.4314065,0.2219616,0.1149085,0.2606134,25.96256,23.8,21.81511,21.18767,20.68037,0.8341076,0.5563179,0.1443671,0.1138294,0.312759
30.6736635691574,-3.29455492490607,3,24.81937,24.2007,23.13383,21.12763,20.16685,1.085613,0.3893161,0.3100986,0.08270305,0.1122993,22.66347,22.25864,21.67003,20.39553,19.719,0.8765771,0.2055764,0.2114196,0.1030517,0.193734
30.6733819977553,-3.28296397189174,3,22.85675,23.65707,22.14365,22.25355,22.19651,0.4307538,0.2640875,0.1339375,0.2213849,0.5353326,22.80007,23.342,21.81789,21.89529,21.89655,0.5039306,0.2656345,0.1258933,0.2017279,0.5889781
